Date;Year;Quarter;Month;Index;Appr. ;Seq. no.;Haul;Validity (haul);Station name;Subsample;Processing;Grade;Sex;Subdivision;Rect.;ICES;Lat.;Lon.;Depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area (km²)/h;Kg/hour;Tot No./hour;Lengthcl;Mean weight;No./hour
1979-12-08;1979;4;12;SEPI.1979.99;Final;52;99;V;Y17 (SYSTAD);0;0;9;;24;3958;39G3;5512.8;1337.8;45;60;3.2;;;;;0.1;5;140;;5
1979-12-08;1979;4;12;SEPI.1979.100;Final;53;100;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1332;45;60;3.6;;;;;0.025;6;70;;2
1979-12-08;1979;4;12;SEPI.1979.100;Final;53;100;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1332;45;60;3.6;;;;;0.025;6;75;;2
1979-12-08;1979;4;12;SEPI.1979.100;Final;53;100;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1332;45;60;3.6;;;;;0.025;6;80;;1
1979-12-08;1979;4;12;SEPI.1979.100;Final;53;100;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1332;45;60;3.6;;;;;0.025;6;90;;1
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;75;;18
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;80;;54
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;85;;36
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;90;;27
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;105;;9
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;110;;9
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;120;;36
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;125;;72
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;130;;45
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;135;;27
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;140;;81
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;145;;36
1979-12-09;1979;4;12;SEPI.1979.101;Final;54;101;V;Y18/S12 (W RÖNNE);0;0;9;;24;3958;39G3;5501.2;1353.8;48;60;3.2;;;;;6.3;468;150;;18
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;75;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;85;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;95;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;120;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;125;;2
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;135;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;140;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;155;;1
1979-12-09;1979;4;12;SEPI.1979.102;Final;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512.5;1318;41;60;3.8;;;;;0.2;10;160;;1
1980-04-23;1980;2;4;SEPM.1980.1;Final;34;1;V;S TBG;0;0;9;;24;3958;39G3;5514.5;1307.8;41;60;3.3;;;;;0.3;18;85;;3
1980-04-23;1980;2;4;SEPM.1980.1;Final;34;1;V;S TBG;0;0;9;;24;3958;39G3;5514.5;1307.8;41;60;3.3;;;;;0.3;18;130;;3
1980-04-23;1980;2;4;SEPM.1980.1;Final;34;1;V;S TBG;0;0;9;;24;3958;39G3;5514.5;1307.8;41;60;3.3;;;;;0.3;18;135;;6
1980-04-23;1980;2;4;SEPM.1980.1;Final;34;1;V;S TBG;0;0;9;;24;3958;39G3;5514.5;1307.8;41;60;3.3;;;;;0.3;18;140;;3
1980-04-23;1980;2;4;SEPM.1980.1;Final;34;1;V;S TBG;0;0;9;;24;3958;39G3;5514.5;1307.8;41;60;3.3;;;;;0.3;18;160;;3
1980-04-23;1980;2;4;SEPM.1980.2;Final;35;2;V;S TBG;0;0;9;;24;3958;39G3;5515.1;1319.7;41;120;;;;;;0.1;5;135;;5
1980-04-24;1980;2;4;SEPM.1980.3;Final;36;3;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1350.4;43;120;4;;;;;0.25;10;135;;2.5
1980-04-24;1980;2;4;SEPM.1980.3;Final;36;3;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1350.4;43;120;4;;;;;0.25;10;145;;2.5
1980-04-24;1980;2;4;SEPM.1980.3;Final;36;3;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.6;1350.4;43;120;4;;;;;0.25;10;150;;5
1980-04-24;1980;2;4;SEPM.1980.4;Final;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.2;1341.5;43;120;;;;;;0.15;7.5;125;;1.5
1980-04-24;1980;2;4;SEPM.1980.4;Final;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.2;1341.5;43;120;;;;;;0.15;7.5;140;;3
1980-04-24;1980;2;4;SEPM.1980.4;Final;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.2;1341.5;43;120;;;;;;0.15;7.5;155;;1.5
1980-04-24;1980;2;4;SEPM.1980.4;Final;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512.2;1341.5;43;120;;;;;;0.15;7.5;160;;1.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;70;;2
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;75;;2.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;80;;3.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;85;;4.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;90;;2
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;95;;0.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;120;;1
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;125;;1
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;135;;1
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;145;;20.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;150;;0.5
1980-04-25;1980;2;4;SEPM.1980.5;Final;38;5;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5502.2;1347;48;120;;;;;;0.15;39.5;155;;0.5
1980-04-26;1980;2;4;SEPM.1980.6;Final;39;6;V;S 2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5526.5;1442.8;71;120;;;;;;0.009;0.5;135;;0.5
1981-11-10;1981;4;11;SEPM.1981.83;Final;38;83;V;S TBG;0;0;9;;24;3958;39G3;5512.7;1313.6;40;65;4.2;;;;;7.569;468.9;90;;3.7
1981-11-10;1981;4;11;SEPM.1981.83;Final;38;83;V;S TBG;0;0;9;;24;3958;39G3;5512.7;1313.6;40;65;4.2;;;;;7.569;468.9;95;;7.4
1981-11-10;1981;4;11;SEPM.1981.83;Final;38;83;V;S TBG;0;0;9;;24;3958;39G3;5512.7;1313.6;40;65;4.2;;;;;7.569;468.9;100;;1.8
1981-11-10;1981;4;11;SEPM.1981.83;Final;38;83;V;S TBG;0;0;9;;24;3958;39G3;5512.7;1313.6;40;65;4.2;;;;;7.569;468.9;110;;7.4
