Species;Date;Year;Quarter;Month;Index;Appr. ;Seq. no.;Haul;Validity (haul);Station name;Subsample;Processing;Grade;Sex;Subdivision;Rect.;ICES;Lat.;Lon.;Depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area (km²)/h;Kg/hour;Tot No./hour;Lengthcl;Mean weight;No./hour
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;250;;52
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;260;;44
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;270;;62
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;280;;48
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;290;;30
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;300;;26
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;310;;28
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;320;;10
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;330;;14
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;340;;4
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;350;;6
Flounder;2015-02-26;2015;1;2;OXBH.2015.4;No;10049;4;V;11 E STENS HUVUD;0;0;9;;25;4059;40G4;5538.35;1437.37;59.9;30;1.48;83.1;5.9;;0.456;111.6;422;360;;4
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;190;;2
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;200;;2
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;210;;12
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;220;;22
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;230;;30
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;240;;56
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;250;;56
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;260;;40
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;270;;28
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;280;;28
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;290;;16
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;300;;6
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;310;;10
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;320;;8
Flounder;2015-02-26;2015;1;2;OXBH.2015.6;No;10050;6;V;RACKAPUTT C;0;0;9;;25;4059;40G4;5540.23;1429.75;49;30;1.5;85.6;5.9;;0.476;70.8;320;330;;4
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;200;;2
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;210;;2
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;220;;2
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;230;;6
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;240;;2
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;250;;6
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;270;;12
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;280;;4
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;290;;6
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;300;;8
Flounder;2015-02-26;2015;1;2;OXBH.2015.7;No;10051;7;V;RACKAPUTT 38 M;0;0;9;;25;4059;40G4;5542.45;1422.79;37.2;30;1.49;76.7;6.5;;0.423;11.968;52;400;;2
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;200;;14
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;220;;56.1
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;230;;126.3
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;240;;238.5
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;250;;294.6
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;260;;378.8
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;270;;280.6
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;280;;280.6
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;290;;308.6
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;300;;210.4
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;310;;168.4
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;320;;70.1
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;330;;14
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;340;;14
Flounder;2015-02-27;2015;1;2;OXBH.2015.10;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;;25;4060;40G5;5541.34;1504.69;67;30;1.52;86;5.1;;0.484;634.12;2483.2;350;;28.1
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;180;;2
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;190;;6
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;200;;26
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;210;;20
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;220;;18
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;230;;26
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;240;;28
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;250;;24
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;260;;20
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;270;;20
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;280;;20
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;290;;16
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;300;;6
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;310;;4
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;330;;6
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;340;;2
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;350;;2
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;360;;4
Flounder;2015-02-27;2015;1;2;OXBH.2015.12;No;10053;12;V;3 NW VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.9;1515.3;51.7;30;1.5;88.7;5.3;;0.493;53.8;252;390;;2
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;170;;6
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;180;;12
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;190;;8
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;200;;26
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;210;;40
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;220;;16
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;230;;26
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;240;;24
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;250;;16
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;260;;22
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;270;;22
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;280;;10
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;290;;8
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;300;;6
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;310;;8
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;320;;4
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;340;;6
Flounder;2015-02-27;2015;1;2;OXBH.2015.14;No;10054;14;V;3 N VÄSTRA NABBEN;0;0;9;;25;4060;40G5;5548.42;1517.49;55;30;1.47;89;5;;0.485;47.4;262;350;;2
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;150;;4
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;160;;4
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;170;;4
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;180;;12
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;190;;12
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;200;;14
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;210;;14
Flounder;2015-02-27;2015;1;2;OXBH.2015.15;No;10055;15;V;5 N TÅNGEN;0;0;9;;25;4060;40G5;5548.15;1548.12;56;30;1.51;86;5.4;;0.481;14.8;100;220;;4
