Species;Date;Year;Quarter;Month;Index;Appr. status;Seqno;Haul;Validity;Station name;Subsam;Processing;Size;Sex;Subdiv;Rect;ICES;Lat;Long;Bottom depth (m);Duration (min);Dist. (Nm);Doorspread (m);Opening (m);Headropedepth (m);Swept area (km2);Kg/hour;Tot. no./hour;Lengthcl. (mm);No./hour;Length measure type;DNA sampleID;NumberToSample;SMHI serial no
dab;1979-04-03;1979;2;4;SEPI.1979.44;Locked;37;44;V;"SE NÄR ""40M DJ""";;;;;282;4363;43G8;5710,6;1848,5;47;45;2,3;;;;;;;;;;;;
dab;1979-04-03;1979;2;4;SEPI.1979.45;Locked;38;45;V;"SE NÄR ""90M DJ""";;;;;282;4363;43G8;5704,3;1853,6;92;60;2,9;;;;;;;;;;;;
dab;1979-04-03;1979;2;4;SEPI.1979.46;Locked;39;46;V;"SE NÄR ""90 M DJ""";;;;;282;4363;43G8;5702,3;1851;92;60;2,9;;;;;;;;;;;;
dab;1979-04-03;1979;2;4;SEPI.1979.47;Locked;40;47;V;"SE NÄR ""90 M DJ""";;;;;282;4363;43G8;5704,3;1854;92;60;2,6;;;;;;;;;;;;
dab;1979-04-04;1979;2;4;SEPI.1979.49;Locked;42;49;V;I U10 (SE UTKLIPPAN);;;;;25;4061;40G6;5544,5;1603,5;68;90;;;;;;;;;;;;;
dab;1979-04-04;1979;2;4;SEPI.1979.50;Locked;43;50;V;6 NE CHRISTIANSÖ (C12);;;;;25;3960;39G5;5524,6;1519;90;60;2,8;;;;;;;;;;;;65
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;200;1;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;220;1;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;240;1;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;250;3;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;260;2;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;270;3;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.51;Locked;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,5;1334;44;60;3;;;;;2,7;13;290;2;Total length TL;;;
dab;1979-04-05;1979;2;4;SEPI.1979.52;Locked;45;52;V;S TBG;0;0;9;;24;3958;39G3;5512,6;1317;42;60;3,2;;;;;,2;1;280;1;Total length TL;;;
dab;1979-12-04;1979;4;12;SEPI.1979.93;Locked;46;93;V;INRE NÄR;;;;;282;4363;43G8;5710,7;1852;44;35;2,2;;;;;;;;;;;;
dab;1979-12-04;1979;4;12;SEPI.1979.94;Locked;47;94;V;YTTRE NÄR;;;;;282;4363;43G8;5703,8;1853;82;55;3,5;;;;;;;;;;;;
dab;1979-12-06;1979;4;12;SEPI.1979.95;Locked;48;95;V;INNERTORPET (SYD KA);;;;;25;4060;40G5;5559;1525;44;45;2,7;;;;;;;;;;;;
dab;1979-12-07;1979;4;12;SEPI.1979.96;Locked;49;96;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527,3;1447;69;60;3;;;;;;;;;;;;
dab;1979-12-08;1979;4;12;SEPI.1979.97;Locked;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1338;45;60;2,7;;;;;1,5;5;270;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.97;Locked;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1338;45;60;2,7;;;;;1,5;5;280;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.97;Locked;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1338;45;60;2,7;;;;;1,5;5;290;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.97;Locked;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1338;45;60;2,7;;;;;1,5;5;320;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.97;Locked;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1338;45;60;2,7;;;;;1,5;5;330;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.98;Locked;51;98;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,7;1332;45;60;3,8;;;;;,4;1;310;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.99;Locked;52;99;V;Y17 (SYSTAD);;;;;24;3958;39G3;5512,8;1337,8;45;60;3,2;;;;;;;;;;;;
dab;1979-12-08;1979;4;12;SEPI.1979.100;Locked;53;100;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,6;1332;45;60;3,6;;;;;,5;2;260;1;Total length TL;;;
dab;1979-12-08;1979;4;12;SEPI.1979.100;Locked;53;100;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,6;1332;45;60;3,6;;;;;,5;2;290;1;Total length TL;;;
dab;1979-12-09;1979;4;12;SEPI.1979.101;Locked;54;101;V;Y18/S12 (W RÖNNE);;;;;24;3958;39G3;5501,2;1353,8;48;60;3,2;;;;;;;;;;;;
dab;1979-12-09;1979;4;12;SEPI.1979.102;Locked;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512,5;1318;41;60;3,8;;;;;1,3;6;240;1;Total length TL;;;
dab;1979-12-09;1979;4;12;SEPI.1979.102;Locked;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512,5;1318;41;60;3,8;;;;;1,3;6;270;3;Total length TL;;;
dab;1979-12-09;1979;4;12;SEPI.1979.102;Locked;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512,5;1318;41;60;3,8;;;;;1,3;6;280;1;Total length TL;;;
dab;1979-12-09;1979;4;12;SEPI.1979.102;Locked;55;102;V;SYD TRELLEBORG;0;0;9;;24;3958;39G3;5512,5;1318;41;60;3,8;;;;;1,3;6;290;1;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.1;Locked;34;1;V;S TBG;0;0;9;F;24;3958;39G3;5514,5;1307,8;41;60;3,3;;;;;,9;3;190;1;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.1;Locked;34;1;V;S TBG;0;0;9;F;24;3958;39G3;5514,5;1307,8;41;60;3,3;;;;;,9;3;290;1;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.1;Locked;34;1;V;S TBG;0;0;9;F;24;3958;39G3;5514,5;1307,8;41;60;3,3;;;;;,9;3;300;1;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.2;Locked;35;2;V;S TBG;0;0;9;;24;3958;39G3;5515,1;1319,7;41;120;;;;;;,4;3;170;1;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.2;Locked;35;2;V;S TBG;0;0;9;;24;3958;39G3;5515,1;1319,7;41;120;;;;;;,4;3;180;1;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.2;Locked;35;2;V;S TBG;0;0;9;;24;3958;39G3;5515,1;1319,7;41;120;;;;;;,4;3;190;,5;Total length TL;;;
dab;1980-04-23;1980;2;4;SEPM.1980.2;Locked;35;2;V;S TBG;0;0;9;;24;3958;39G3;5515,1;1319,7;41;120;;;;;;,4;3;280;,5;Total length TL;;;
dab;1980-04-24;1980;2;4;SEPM.1980.3;Locked;36;3;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512,6;1350,4;43;120;4;;;;;,15;,5;280;,5;Total length TL;;;
dab;1980-04-24;1980;2;4;SEPM.1980.4;Locked;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512,2;1341,5;43;120;;;;;;,5;1,5;260;,5;Total length TL;;;
dab;1980-04-24;1980;2;4;SEPM.1980.4;Locked;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512,2;1341,5;43;120;;;;;;,5;1,5;290;,5;Total length TL;;;
dab;1980-04-24;1980;2;4;SEPM.1980.4;Locked;37;4;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5512,2;1341,5;43;120;;;;;;,5;1,5;330;,5;Total length TL;;;
dab;1980-04-25;1980;2;4;SEPM.1980.5;Locked;38;5;V;Y 18 (W RÖNNE);;;;;24;3958;39G3;5502,2;1347;48;120;;;;;;;;;;;;;1
dab;1980-04-26;1980;2;4;SEPM.1980.6;Locked;39;6;V;S 2 (SE SIMRISHAMN);;;;;24;3959;39G4;5526,5;1442,8;71;120;;;;;;;;;;;;;
dab;1981-11-10;1981;4;11;SEPM.1981.83;Locked;38;83;V;S TBG;;;;;24;3958;39G3;5512,7;1313,6;40;65;4,2;;;;;;;;;;;;
dab;1981-11-12;1981;4;11;SEPM.1981.84;Locked;39;84;V;S TBG;0;0;9;;24;3958;39G3;5512,3;1313;42;120;;;;;;,1;,5;220;,5;Total length TL;;;
dab;1981-11-12;1981;4;11;SEPM.1981.85;Locked;40;85;V;Y 18/S 12;;;;;24;3958;39G3;5502,8;1344;47;120;;;;;;;;;;;;;
dab;1981-11-16;1981;4;11;SEPM.1981.86;Locked;41;86;V;Y 17;;;;;24;3958;39G3;5513;1337,8;42;130;;;;;;;;;;;;;
dab;1981-11-18;1981;4;11;SEPM.1981.87;Locked;42;87;V;S 2 (HAMRARNAS SUND);;;;;24;3959;39G4;5527,7;1433,9;67;120;;;;;;;;;;;;;
dab;1981-11-19;1981;4;11;SEPM.1981.88;Locked;43;88;V;IU 10 (SE UTKLIPPAN);;;;;25;4060;40G5;5547,2;1558;63;120;;;;;;;;;;;;;
dab;1981-11-20;1981;4;11;SEPM.1981.89;Locked;44;89;V;INNERTORPET;;;;;25;4060;40G5;5556,4;1521,8;46;120;;;;;;;;;;;;;
dab;1981-11-26;1981;4;11;SEPM.1981.90;Locked;45;90;V;ESE NÄR 40-50 DJUPET;;;;;282;4363;43G8;5707,2;1848,8;47;5;;;;;;;;;;;;;
dab;1981-11-26;1981;4;11;SEPM.1981.91;Locked;46;91;V;ESE NÄR 40-50 DJUPET;;;;;282;4363;43G8;5709,8;1848;51;60;4,4;;;;;;;;;;;;
dab;1981-11-26;1981;4;11;SEPM.1981.92;Locked;47;92;V;ESE NÄR 80-90 DJUPET;;;;;282;4363;43G8;5709,3;1853,6;91;60;3,9;;;;;;;;;;;;101
dab;1981-11-28;1981;4;11;SEPM.1981.93;Locked;48;93;V;I U10;;;;;25;4060;40G5;5547;1559,5;63;120;;;;;;;;;;;;;
dab;1981-11-28;1981;4;11;SEPM.1981.94;Locked;49;94;V;E SIN (LILLA OST - ÖSTER);;;;;25;4059;40G4;5536;1438;75;120;;;;;;;;;;;;;
dab;1982-03-03;1982;1;3;SEPI.1982.41;Locked;37;41;V;"ESE NÄR ""90M DJUPET""";;;;;282;4363;43G8;5703,5;1852,3;86;60;3,2;;;;;;;;;;;;
dab;1982-03-22;1982;1;3;SEPI.1982.38;Locked;34;38;V;INNERTORPET (KA);;;;;25;4060;40G5;5559,7;1527,2;47;60;3,3;;;;;;;;;;;;
dab;1982-03-22;1982;1;3;SEPI.1982.39;Locked;35;39;V;(SE UTKLIPPORNA) IU10;;;;;25;4061;40G6;5544,2;1601,2;67;60;3,7;;;;;;;;;;;;
dab;1982-03-23;1982;1;3;SEPI.1982.40;Locked;36;40;V;"ESE NÄR ""90M DJUPET""";;;;;282;4363;43G8;5704;1853,8;94;30;1,3;;;;;;;;;;;;
dab;1982-03-23;1982;1;3;SEPI.1982.42;Locked;38;42;V;"5'ESE NÄR ""40-50M DJUPET""";;;;;282;4363;43G8;5710,2;1847;46;45;2,7;;;;;;;;;;;;
dab;1982-03-23;1982;1;3;SEPI.1982.43;Locked;39;43;V;"5'ESE NÄR ""40-50M DJUPET""";;;;;282;4363;43G8;5710;1852,3;47;30;1,7;;;;;;;;;;;;
dab;1982-03-24;1982;1;3;SEPI.1982.44;Locked;40;44;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5526,4;1436,7;73;60;2,9;;;;;,3;1;280;1;Total length TL;;;
dab;1982-03-24;1982;1;3;SEPI.1982.45;Locked;41;45;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527,3;1443,8;72;60;3,3;;;;;;;;;;;;
dab;1982-03-24;1982;1;3;SEPI.1982.46;Locked;42;46;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5526,8;1439;71;60;3;;;;;;;;;;;;
dab;1982-03-24;1982;1;3;SEPI.1982.47;Locked;43;47;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527;1444;72;60;2,8;;;;;;;;;;;;
dab;1982-03-25;1982;1;3;SEPI.1982.48;Locked;44;48;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5525,5;1437,5;72;60;3,6;;;;;,3;1;270;1;Total length TL;;;
dab;1982-03-25;1982;1;3;SEPI.1982.49;Locked;45;49;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527,3;1443,5;72;60;3,4;;;;;;;;;;;;
dab;1982-03-25;1982;1;3;SEPI.1982.50;Locked;46;50;V;8'E SKILLINGE (S2:S FÖRLÄNGNING W UT);;;;;24;3959;39G4;5527,5;1430;68;60;3,7;;;;;;;;;;;;
dab;1982-03-25;1982;1;3;SEPI.1982.51;Locked;47;51;V;12'E SKILLINGE (STRAX N S2);;;;;24;3959;39G4;5527,3;1438,3;74;60;3,3;;;;;;;;;;;;
dab;1982-03-29;1982;1;3;SEPI.1982.52;Locked;24;52;V;Y 17 (S. YSTAD);0;0;9;;24;3958;39G3;5522,8;1339,2;44;60;3,7;;;;;,6;2;210;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.52;Locked;24;52;V;Y 17 (S. YSTAD);0;0;9;;24;3958;39G3;5522,8;1339,2;44;60;3,7;;;;;,6;2;250;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.53;Locked;25;53;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5514,5;1333,5;44;60;3,6;;;;;,2;2;210;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.53;Locked;25;53;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5514,5;1333,5;44;60;3,6;;;;;,2;2;220;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.54;Locked;26;54;V;Y 17 (S YSTAD);0;0;9;;24;3958;39G3;5522,6;1339,3;44;60;3,8;;;;;,1;1;250;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.55;Locked;27;55;V;S TBG;0;0;9;;24;3958;39G3;5511,8;1321,3;42;60;4,2;;;;;,2;3;210;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.55;Locked;27;55;V;S TBG;0;0;9;;24;3958;39G3;5511,8;1321,3;42;60;4,2;;;;;,2;3;240;1;Total length TL;;;
dab;1982-03-29;1982;1;3;SEPI.1982.55;Locked;27;55;V;S TBG;0;0;9;;24;3958;39G3;5511,8;1321,3;42;60;4,2;;;;;,2;3;260;1;Total length TL;;;
dab;1982-03-30;1982;1;3;SEPI.1982.56;Locked;28;56;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5501,5;1352,3;49;60;3,8;;;;;,4;2;230;1;Total length TL;;;
dab;1982-03-30;1982;1;3;SEPI.1982.56;Locked;28;56;V;Y 18 (W RÖNNE);0;0;9;;24;3958;39G3;5501,5;1352,3;49;60;3,8;;;;;,4;2;270;1;Total length TL;;;
dab;1982-03-30;1982;1;3;SEPI.1982.57;Locked;29;57;V;Y 18 (W RÖNNE);;;;;24;3959;39G4;5500,5;1400;49;45;2,7;;;;;;;;;;;;
dab;1982-03-30;1982;1;3;SEPI.1982.58;Locked;30;58;V;Y 18 (W RÖNNE);0;0;9;;24;3959;39G4;5500;1400;49;60;3,9;;;;;,1;1;210;1;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.59;Locked;31;59;V;S TBG;0;0;9;;24;3958;39G3;5512,5;1311,5;40;60;3,7;;;;;1,2;7;200;1;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.59;Locked;31;59;V;S TBG;0;0;9;;24;3958;39G3;5512,5;1311,5;40;60;3,7;;;;;1,2;7;230;2;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.59;Locked;31;59;V;S TBG;0;0;9;;24;3958;39G3;5512,5;1311,5;40;60;3,7;;;;;1,2;7;240;1;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.59;Locked;31;59;V;S TBG;0;0;9;;24;3958;39G3;5512,5;1311,5;40;60;3,7;;;;;1,2;7;250;3;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.60;Locked;32;60;V;S TBG;0;0;9;;24;3958;39G3;5512,7;1318,5;43;45;2,7;;;;;,533;5,3;200;1,3;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.60;Locked;32;60;V;S TBG;0;0;9;;24;3958;39G3;5512,7;1318,5;43;45;2,7;;;;;,533;5,3;210;1,3;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.60;Locked;32;60;V;S TBG;0;0;9;;24;3958;39G3;5512,7;1318,5;43;45;2,7;;;;;,533;5,3;220;1,3;Total length TL;;;
dab;1982-03-31;1982;1;3;SEPI.1982.60;Locked;32;60;V;S TBG;0;0;9;;24;3958;39G3;5512,7;1318,5;43;45;2,7;;;;;,533;5,3;290;1,3;Total length TL;;;
dab;1982-11-15;1982;4;11;SEPM.1982.43;Locked;48;43;V;S TBG;;;;;24;3958;39G3;5515,1;1312,9;39;60;2,6;;;;;;;;;;;;
dab;1982-11-16;1982;4;11;SEPM.1982.44;Locked;49;44;V;S YSTAD (Y17);;;;;24;3958;39G3;5513;1341,4;43;60;4,2;;;;;;;;;;;;
dab;1982-11-17;1982;4;11;SEPM.1982.45;Locked;50;45;V;SE SIN (S2);;;;;24;3959;39G4;5527,5;1438;67;60;3,6;;;;;;;;;;;;
dab;1982-11-17;1982;4;11;SEPM.1982.46;Locked;51;46;V;SE SIN (S2);;;;;24;3959;39G4;5527,5;1447,2;69;60;3,5;;;;;;;;;;;;
dab;1982-11-17;1982;4;11;SEPM.1982.47;Locked;52;47;V;SE SIMRISHAMN (S2 );;;;;24;3959;39G4;5527,9;1445;70;60;2,8;;;;;;;;;;;;
dab;1982-11-18;1982;4;11;SEPM.1982.48;Locked;53;48;V;SE SIMRISHAMN (S2);;;;;24;3959;39G4;5528;1443,6;70;60;3,6;;;;;;;;;;;;
dab;1982-11-18;1982;4;11;SEPM.1982.49;Locked;54;49;V;SE SIMRISHAMN (S2);;;;;24;3959;39G4;5527,5;1448,2;69;60;3,3;;;;;;;;;;;;
dab;1982-11-18;1982;4;11;SEPM.1982.50;Locked;55;50;V;SE SIMRISHAMN (S2);;;;;24;3959;39G4;5527,2;1447,7;72;60;3,2;;;;;;;;;;;;
dab;1982-11-25;1982;4;11;SEPM.1982.51;Locked;56;51;V;INNERTORPET;;;;;25;4060;40G5;5559,3;1527,2;45;120;;;;;;;;;;;;;
dab;1982-11-29;1982;4;11;SEPM.1982.52;Locked;57;52;V;S YSTAD;;;;;24;3958;39G3;5512,2;1348,2;44;15;,5;;;;;;;;;;;;
dab;1982-11-29;1982;4;11;SEPM.1982.53;Locked;58;53;V;S YSTAD (Y17);;;;;24;3958;39G3;5512,4;1347,9;44;60;3,5;;;;;;;;;;;;
dab;1982-11-29;1982;4;11;SEPM.1982.54;Locked;59;54;V;S YSTAD (Y17);;;;;24;3958;39G3;5512,9;1344,4;44;20;1,1;;;;;;;;;;;;
dab;1982-11-30;1982;4;11;SEPM.1982.55;Locked;60;55;V;S YSTAD (Y17);;;;;24;3958;39G3;5512,8;1339,6;44;60;3,8;;;;;;;;;;;;
dab;1982-11-30;1982;4;11;SEPM.1982.56;Locked;61;56;V;S YSTAD (Y17);;;;;24;3958;39G3;5512;1345,8;43;60;3,5;;;;;;;;;;;;
dab;1982-11-30;1982;4;11;SEPM.1982.57;Locked;62;57;V;S YSTAD (Y17);;;;;24;3958;39G3;5513,6;1342,5;43;60;3,5;;;;;;;;;;;;
dab;1982-12-01;1982;4;12;SEPM.1982.58;Locked;63;58;V;S YSTAD (Y17);;;;;24;3958;39G3;5512,7;1342,1;44;60;3,7;;;;;;;;;;;;
dab;1982-12-01;1982;4;12;SEPM.1982.59;Locked;64;59;V;S YSTAD (Y17);;;;;24;3958;39G3;5511,9;1349,6;43;60;3,5;;;;;;;;;;;;
dab;1982-12-01;1982;4;12;SEPM.1982.60;Locked;65;60;V;S YSTAD (Y17);;;;;24;3958;39G3;5513,4;1343,2;43;60;3,6;;;;;;;;;;;;
dab;1982-12-02;1982;4;12;SEPM.1982.61;Locked;66;61;V;W HÖGANÄS;0;0;9;;21;4157;41G2;5614,8;1221,8;24;60;3,2;;;;;12,6;0;;;Total length TL;;;
dab;1983-03-08;1983;1;3;SEPI.1983.45;Locked;36;45;V;Y17 (S YSTAD);;;;;24;3958;39G3;5512,6;1322,8;44;60;4;;;;;;;;;;;;
dab;1983-03-08;1983;1;3;SEPI.1983.46;Locked;37;46;V;Y17 (S YSTAD);;;;;24;3958;39G3;5513,7;1340,8;44;60;3,9;;;;;;;;;;;;
dab;1983-03-08;1983;1;3;SEPI.1983.47;Locked;38;47;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,6;1332,8;44;60;4,5;;;;;,4;2;200;1;Total length TL;;;
dab;1983-03-08;1983;1;3;SEPI.1983.47;Locked;38;47;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,6;1332,8;44;60;4,5;;;;;,4;2;280;1;Total length TL;;;
dab;1983-03-08;1983;1;3;SEPI.1983.48;Locked;39;48;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1340,4;44;60;3,5;;;;;,4;2;190;1;Total length TL;;;
dab;1983-03-08;1983;1;3;SEPI.1983.48;Locked;39;48;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512,8;1340,4;44;60;3,5;;;;;,4;2;240;1;Total length TL;;;
dab;1983-03-09;1983;1;3;SEPI.1983.49;Locked;40;49;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527,5;1450,2;72;60;2,7;;;;;;;;;;;;
dab;1983-03-09;1983;1;3;SEPI.1983.50;Locked;41;50;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527,5;1445;72;60;3,5;;;;;;;;;;;;
dab;1983-03-09;1983;1;3;SEPI.1983.51;Locked;42;51;V;S2 (SE SIMRISHAMN);;;;;24;3959;39G4;5527,2;1449,5;72;60;3,6;;;;;;;;;;;;
dab;1983-03-09;1983;1;3;SEPI.1983.52;Locked;43;52;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5527;1444;72;60;3,8;;;;;,3;1;290;1;Total length TL;;;
dab;1983-03-10;1983;1;3;SEPI.1983.53;Locked;44;53;V;Y18 (W RÖNNE);;;;;24;3959;39G4;5500;1403,6;49;60;3;;;;;;;;;;;;
dab;1983-03-10;1983;1;3;SEPI.1983.54;Locked;45;54;V;Y18 (W RÖNNE);;;;;24;3959;39G4;5500;1401,5;49;60;2,9;;;;;;;;;;;;
dab;1983-03-10;1983;1;3;SEPI.1983.55;Locked;46;55;V;Y18 (W RÖNNE);;;;;24;3959;39G4;5500;1401,5;49;60;3,9;;;;;;;;;;;;
dab;1983-03-10;1983;1;3;SEPI.1983.56;Locked;47;56;V;Y18;0;0;9;;24;3958;39G3;5500,5;1357,5;49;60;3,5;;;;;,1;1;190;1;Total length TL;;;
dab;1983-03-11;1983;1;3;SEPI.1983.57;Locked;48;57;V;ENE CHRÖ (34' SE UTKLIPPAN);;;;;25;4061;40G6;5530;1618,5;75;30;2;;;;;;;;;;;;
dab;1983-03-14;1983;1;3;SEPI.1983.58;Locked;49;58;V;INNERTORPET;;;;;25;4060;40G5;5559,7;1526;48;60;3,1;;;;;;;;;;;;
dab;1983-03-14;1983;1;3;SEPI.1983.59;Locked;50;59;V;I U10 (SE UTKLIPPAN);;;;;25;4060;40G5;5544;1555;67;60;3,9;;;;;;;;;;;;
dab;1983-03-15;1983;1;3;SEPI.1983.60;Locked;51;60;V;"ESE NÄR ""40-50M DJ""";;;;;282;4363;43G8;5710,4;1848,3;47;40;2,3;;;;;;;;;;;;
