Date;Year;Quarter;Month;Appr. status;Seqno;Haul;Validity;Station name;Subsample;Processing;Category;Max maturity;Subdivision;Rect.;ICES;Lengthcl;Fishno;Age;Age quality;Otolith no;Weight;Sex;Maturity;Specimen note;Age quality ;Age quality 
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;450;22;4;2;22;686;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;450;27;5;2;27;846;M;3;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;460;31;4;2;31;1134;F;3;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;460;28;4;2;28;986;M;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;470;34;4;2;34;1082;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;470;26;4;2;26;1086;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;490;36;3;2;36;1122;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;490;32;4;2;32;1206;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;490;29;4;1;29;1208;F;8;;1;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;500;23;5;2;23;1156;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;500;38;4;2;38;1464;M;3;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;520;21;4;1;21;1468;F;3;;1;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;520;30;4;1;30;1580;F;3;;1;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;520;35;5;2;35;1348;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;530;37;4;2;37;1462;F;8;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;540;24;3;2;24;1544;F;3;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;560;25;4;2;25;1754;M;3;;2;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;590;33;5;2;33;1754;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;70;46;1;1;89;3;;;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;90;47;1;1;90;6;;;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;90;48;1;1;91;7;;;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;100;49;1;1;92;9;;;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;200;17;2;1;60;72;M;1;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;210;28;2;1;71;80;M;2;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;220;13;2;2;56;102;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;230;24;2;2;67;122;M;1;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;240;18;2;2;61;134;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;250;8;3;2;51;148;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;260;11;3;2;54;146;F;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;270;12;3;2;55;168;M;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;280;10;3;2;53;210;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;290;9;3;2;52;250;F;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;300;3;3;2;46;220;F;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;310;6;3;1;49;288;M;3;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;320;14;3;1;57;322;F;2;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;330;7;3;2;50;328;F;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;340;20;4;2;63;410;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;350;2;3;1;45;444;F;2;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;360;23;3;1;66;482;F;2;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;370;16;3;2;59;434;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;380;1;4;2;44;454;F;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;380;5;3;2;48;522;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;390;15;3;2;58;518;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;390;19;3;2;62;586;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;400;21;3;2;64;652;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;400;25;4;3;68;584;F;8;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;410;33;4;2;76;680;F;8;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;410;34;4;2;77;684;M;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;420;32;4;1;75;802;F;3;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;420;29;6;3;72;614;F;8;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;430;27;4;2;70;812;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;430;30;5;3;73;808;M;3;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;440;31;4;2;74;920;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;440;22;4;2;65;714;F;8;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;450;26;4;2;69;840;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;450;36;4;1;79;886;F;8;;1;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;460;45;4;2;88;1016;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;460;4;5;3;47;786;M;3;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;470;39;4;2;82;1084;F;8;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;470;43;5;3;86;1222;F;8;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;490;38;4;2;81;1098;F;8;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;490;41;4;2;84;1272;F;8;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;510;40;4;2;83;1272;F;3;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;510;42;5;3;85;1146;M;3;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;520;37;5;3;80;1420;F;8;;3;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;520;44;4;2;87;1164;M;2;;2;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;540;35;3;1;78;1426;F;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;200;61;2;1;153;68;F;1;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;200;68;2;2;160;74;M;1;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;210;37;2;1;129;76;F;1;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;210;36;2;1;128;78;M;1;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;210;38;2;1;130;82;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;220;48;3;1;140;90;F;1;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;220;22;2;1;114;90;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;220;32;2;1;124;92;M;1;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;230;49;2;2;141;102;F;1;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;230;57;2;2;149;110;F;1;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;230;58;2;2;150;104;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;240;35;2;1;127;116;F;1;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;240;40;3;2;132;142;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;240;41;2;2;133;114;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;250;39;3;2;131;142;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;250;46;3;1;138;154;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;250;47;3;1;139;140;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;260;23;3;2;115;166;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;260;31;3;2;123;164;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;260;30;3;1;122;176;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;270;13;3;1;105;166;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;270;15;3;1;107;168;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;270;17;3;1;109;172;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;280;24;3;1;116;192;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;280;7;3;1;99;170;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;280;21;3;2;113;200;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;290;25;3;1;117;228;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;290;29;3;1;121;240;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;290;16;3;1;108;198;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;300;26;3;1;118;204;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;300;6;3;1;98;246;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;300;28;3;2;120;276;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;310;27;3;2;119;266;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;310;5;3;2;97;268;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;310;19;3;2;111;280;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;320;4;3;2;96;250;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;320;8;3;2;100;278;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;320;14;3;1;106;306;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;330;33;3;1;125;350;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;330;2;3;2;94;284;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;330;34;3;1;126;306;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;340;1;3;2;93;290;M;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;340;18;3;1;110;320;M;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;340;3;3;2;95;322;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;350;55;3;1;147;458;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;350;56;4;1;148;416;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;350;44;4;2;136;382;F;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;360;12;3;1;104;450;F;2;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;360;45;3;2;137;468;F;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;360;59;4;2;151;404;F;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;370;65;4;2;157;422;F;2;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;370;64;3;1;156;474;F;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;370;20;4;2;112;450;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;380;66;3;1;158;498;F;3;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;380;67;3;2;159;472;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;390;42;4;2;134;514;F;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;390;43;4;2;135;614;F;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;400;11;6;3;103;586;F;8;;3;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;410;10;4;2;102;584;F;8;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;410;60;4;2;152;634;F;8;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;420;9;4;1;101;680;F;8;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;430;63;4;2;155;712;F;8;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;440;62;4;1;154;728;F;8;;1;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;460;54;4;2;146;998;M;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;480;50;7;3;142;918;F;8;;3;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;500;51;4;2;143;992;F;3;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;500;53;5;2;145;1022;F;8;;2;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;510;52;6;3;144;1296;F;8;;3;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;400;2;4;2;162;548;M;3;;2;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;440;1;4;2;161;726;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;70;17;1;1;179;3;;;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;90;18;1;1;180;5;;;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;90;20;1;1;182;6;;;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;90;19;1;1;181;7;;;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;90;21;1;1;183;7;;;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;100;22;1;1;184;9;;;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;160;52;1;1;214;36;F;1;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;160;57;1;2;219;40;M;1;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;180;59;2;1;221;52;M;1;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;190;45;2;1;207;62;F;2;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;200;44;2;2;206;76;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;210;36;2;2;198;98;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;220;28;2;2;190;96;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;220;24;3;2;186;104;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;230;38;2;2;200;126;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;240;31;3;2;193;120;F;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;250;30;2;2;192;154;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;260;29;3;2;191;166;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;270;27;3;2;189;168;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;280;42;3;2;204;180;F;2;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;290;37;3;1;199;212;F;2;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;300;35;4;2;197;256;F;2;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;310;23;4;1;185;268;F;2;;1;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;320;41;3;2;203;300;F;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;330;34;3;2;196;370;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;340;40;4;2;202;448;F;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;350;39;4;2;201;418;F;8;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;360;25;3;2;187;434;M;3;;2;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;370;26;3;2;188;472;F;8;;2;
