Date;Year;Quarter;Month;Appr. status;Seqno;Haul;Validity;Station name;Subsample;Processing;Category;Max maturity;Subdivision;Rect.;ICES;Lengthcl;Fishno;Age;Age quality;Otolith no;Weight;Sex;Maturity;Specimen note;Age quality ;Age quality 
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;300;40;6;;40;338;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;300;22;8;;22;350;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;300;38;7;;38;286;M;6;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;310;12;5;;12;362;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;310;15;5;;15;394;F;5;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;310;21;10;;21;246;M;6;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;320;26;5;;26;446;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;320;25;5;;25;452;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;320;23;10;;23;420;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;330;35;5;;35;424;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;330;36;7;;36;392;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;330;39;7;;39;458;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;340;34;4;;34;434;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;340;37;4;;37;482;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;340;13;5;;13;436;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;350;43;5;;43;522;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;350;45;7;;45;548;F;4;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;360;46;;;46;458;F;7;;;
2015-02-26;2015;1;2;No;10048;2;V;SLAGGENABBEN;0;0;9;9;25;3959;39G4;380;41;8;;41;600;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;180;37;2;;83;68;F;2;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;190;39;2;;85;86;F;2;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;200;46;4;;92;98;M;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;210;41;4;;87;130;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;210;36;3;;82;116;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;220;40;4;;86;96;M;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;220;35;4;;81;124;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;220;28;4;;74;128;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;230;26;4;;72;138;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;230;22;4;;68;126;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;230;34;7;;80;130;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;240;12;4;;58;168;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;240;16;4;;62;130;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;240;31;4;;77;158;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;250;5;4;;51;204;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;250;7;5;;53;220;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;250;23;4;;69;208;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;260;20;3;;66;204;F;3;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;260;11;8;;57;262;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;260;27;5;;73;190;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;270;1;4;;47;248;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;270;13;7;;59;298;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;270;15;4;;61;224;F;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;280;8;4;;54;266;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;280;3;6;;49;296;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;280;14;5;;60;218;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;290;30;4;;76;332;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;290;29;5;;75;322;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;290;19;4;;65;272;M;6;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;300;2;4;;48;342;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;300;24;4;;70;352;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;300;4;5;;50;304;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;310;17;4;;63;326;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;310;10;5;;56;418;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;310;21;5;;67;434;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;320;33;5;;79;432;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;320;32;6;;78;436;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;320;43;5;;89;406;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;330;9;5;;55;442;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;330;42;5;;88;402;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;330;18;5;;64;514;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;340;44;5;;90;448;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;340;38;8;;84;472;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;350;47;6;;93;466;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;350;25;5;;71;526;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;350;45;12;;91;520;F;5;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;360;6;10;;52;620;F;4;;;
2015-02-26;2015;1;2;No;10049;4;V;11 E STENS HUVUD;0;0;9;9;25;4059;40G4;360;48;8;;94;738;F;5;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;190;22;4;;116;76;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;200;38;3;;132;102;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;210;34;3;;128;122;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;210;33;3;;127;136;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;210;31;3;;125;102;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;220;24;4;;118;110;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;220;7;4;;101;120;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;220;23;5;;117;120;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;230;20;3;;114;156;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;230;14;3;;108;136;M;2;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;230;21;4;;115;142;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;240;12;4;;106;194;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;240;6;7;;100;138;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;240;1;10;;95;148;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;250;10;4;;104;296;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;250;3;4;;97;148;M;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;250;11;8;;105;148;M;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;260;8;5;;102;232;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;260;13;10;;107;244;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;260;5;5;;99;218;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;270;2;4;;96;224;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;270;19;4;;113;196;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;270;17;9;;111;248;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;280;16;4;;110;278;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;280;9;6;;103;302;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;280;4;9;;88;235;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;290;26;6;;120;352;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;290;29;6;;123;356;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;290;15;8;;109;368;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;300;36;3;;130;332;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;300;39;5;;133;286;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;300;18;6;;112;340;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;310;30;6;;124;350;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;310;32;7;;126;388;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;310;25;9;;119;438;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;320;28;4;;122;320;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;320;27;5;;121;300;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;320;37;6;;131;354;M;6;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;330;35;10;;129;520;F;4;;;
2015-02-26;2015;1;2;No;10050;6;V;RACKAPUTT C;0;0;9;9;25;4059;40G4;330;40;4;;134;530;F;5;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;200;15;3;;149;108;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;210;7;7;;141;112;M;5;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;220;16;4;;150;122;M;5;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;230;20;4;;154;130;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;230;8;4;;142;138;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;230;12;6;;146;134;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;240;21;4;;155;176;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;250;1;7;;135;196;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;250;10;4;;144;184;M;5;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;250;2;13;;136;172;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;270;3;8;;137;284;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;270;11;10;;145;262;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;270;13;5;;147;196;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;280;14;5;;148;250;F;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;280;17;7;;151;228;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;290;4;5;;138;278;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;290;6;6;;140;330;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;290;19;;;153;208;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;300;18;11;;152;404;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;300;5;18;;139;304;F;4;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;300;9;6;;143;254;M;6;;;
2015-02-26;2015;1;2;No;10051;7;V;RACKAPUTT 38 M;0;0;9;9;25;4059;40G4;400;22;11;;156;568;F;7;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;200;37;3;;193;96;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;220;19;3;;175;122;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;220;32;4;;188;116;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;220;34;4;;190;138;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;230;27;3;;183;146;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;230;17;4;;173;126;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;230;31;4;;187;128;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;240;28;4;;184;178;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;240;20;4;;176;140;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;240;10;4;;166;156;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;250;25;4;;181;208;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;250;13;5;;163;162;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;250;11;;;167;194;M;6;inte läsbar;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;260;15;4;;171;210;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;260;7;4;;163;222;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;260;16;5;;172;212;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;270;9;5;;165;206;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;270;2;5;;158;226;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;270;6;5;;162;298;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;280;26;;;182;328;F;4;inte läsbar;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;280;12;4;;168;302;F;5;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;280;18;6;;174;294;F;5;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;290;1;4;;157;322;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;290;8;5;;164;318;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;290;14;4;;170;322;F;5;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;300;22;4;;178;326;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;300;24;4;;180;332;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;300;3;5;;159;396;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;310;29;5;;185;344;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;310;5;4;;161;354;F;5;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;310;21;5;;177;400;F;5;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;320;33;5;;189;356;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;320;4;6;;160;356;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;320;30;4;;186;308;M;6;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;330;35;5;;191;420;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;340;23;5;;179;544;F;5;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;350;36;5;;192;472;F;4;;;
2015-02-27;2015;1;2;No;10052;10;V;E VÄNERSBORGSVRAKET;0;0;9;9;25;4060;40G5;350;38;5;;194;598;F;4;;;
