Date;Year;Quarter;Month;Appr. status;Seqno;Haul;Validity;Station name;Subsample;Processing;Category;Max maturity;Subdivision;Rect.;ICES;Depth;Lengthcl;Age;Weight;Sex;Maturity
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;250;;215;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;260;;261;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;270;;246;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;280;;280;M;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;290;;345;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;300;;280;M;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;310;;388;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;320;;430;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;330;;489;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;340;;504;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;350;;551;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;360;;589;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;370;;627;F;2
2000-11-23;2000;4;11;Final;305;608;V;10 SE NÄR;0;0;9;;28;4363;43G8;69;380;;744;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;230;;190;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;250;;198;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;260;;220;M;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;270;;242;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;280;;319;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;290;;346;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;300;;365;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;310;;357;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;320;;474;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;330;;558;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;340;;602;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;350;;526;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;360;;602;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;370;;694;F;2
2000-11-24;2000;4;11;Final;10611;611;V;10 E KÅREHAMN;0;0;9;;27;4262;42G7;75;390;;644;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;210;;139;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;230;;154;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;240;;172;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;250;;227;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;260;;224;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;270;;201;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;280;;299;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;290;;370;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;300;;312;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;310;;354;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;320;;317;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;330;;412;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;340;;477;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;350;;409;M;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;360;;433;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;370;;678;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;380;;629;F;2
2000-11-24;2000;4;11;Final;10612;612;V;8 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;74;390;;570;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;110;;16;M;1
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;180;;79;F;1
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;190;;105;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;210;;131;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;220;;120;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;230;;111;M;1
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;240;;162;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;250;;208;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;260;;213;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;270;;211;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;280;;327;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;290;;307;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;300;;298;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;310;;331;M;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;320;;444;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;330;;412;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;340;;540;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;350;;574;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;360;;676;F;2
2000-11-25;2000;4;11;Final;10614;614;V;3 SW ÖLANDS NORRA GRUND;0;0;9;;27;4362;43G7;65;370;;675;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;170;;63;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;190;;82;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;200;;94;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;210;;107;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;220;;108;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;230;;145;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;240;;167;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;250;;184;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;260;;170;M;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;270;;276;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;280;;222;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;290;;327;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;300;;435;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;310;;406;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;320;;420;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;330;;487;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;340;;547;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;350;;506;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;360;;684;F;2
2000-11-25;2000;4;11;Final;311;615;V;5 N BYXELKROK;0;0;9;;27;4361;43G6;56;380;;642;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;190;;76;M;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;200;;113;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;220;;117;M;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;230;;128;M;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;240;;168;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;250;;166;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;260;;220;M;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;270;;191;M;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;280;;353;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;290;;278;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;300;;331;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;310;;320;M;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;320;;321;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;330;;516;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;340;;434;F;2
2001-03-12;2001;1;3;Final;10226;226;V;7 ESE HÖGBY FYR;0;0;9;;27;4362;43G7;75;380;;616;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;130;;29;F;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;140;;27;M;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;160;;63;M;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;170;;58;F;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;180;;100;M;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;190;;96;M;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;200;;97;F;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;210;;159;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;220;;123;M;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;230;;164;M;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;240;;195;M;1
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;250;;193;M;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;260;;233;M;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;270;;202;M;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;280;;294;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;290;;346;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;290;;352;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;300;;375;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;310;;479;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;320;;474;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;330;;573;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;340;;557;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;350;;758;F;2
2001-03-13;2001;1;3;Final;10230;230;V;5 SE NÄR;0;0;9;;28;4363;43G8;53;370;;780;F;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;200;;104;M;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;210;;122;F;1
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;220;;121;M;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;240;;172;M;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;250;;179;M;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;260;;270;F;3
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;270;;210;M;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;280;;309;F;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;290;;350;F;3
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;300;;379;F;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;310;;427;F;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;320;;370;M;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;330;;508;F;2
2001-03-13;2001;1;3;Final;10231;231;V;10 SE NÄR;0;0;9;;28;4363;43G8;73;340;;518;F;2
