RecordType;Quarter;Country;Ship;Gear;SweepLngt;GearExp;DoorType;StNo;HaulNo;Year;SpecCodeType;SpecCode;SpecVal;Sex;TotalNo;CatIdentifier;NoMeas;SubFactor;SubWgt;CatCatchWgt;LngtCode;LngtClass;HLNoAtLngt;Species
HL;1;LAT;8;LBT;-9;-9;T;1;2;1976;W;126436;1;-9;221;1;221;1;-9;80000;1;33;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;2;1976;W;126436;1;-9;221;1;221;1;-9;80000;1;24;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;2;1976;W;126436;1;-9;221;1;221;1;-9;80000;1;36;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;22;6;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;40;45;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;41;25;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;42;22;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;43;13;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;44;5;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;45;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;46;5;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;47;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;48;3;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;50;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;52;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;18;1;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;7;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;37;56;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;33;1;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;32;1;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;30;7;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;29;4;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;28;7;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;27;8;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;26;10;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;25;12;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;24;4;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;51;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;25;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;6;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;8;5;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;9;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;10;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;11;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;12;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;13;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;14;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;19;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;20;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;22;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;39;27;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;24;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;38;37;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;26;13;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;27;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;28;24;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;29;30;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;30;23;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;31;28;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;32;18;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;33;30;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;34;55;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;35;45;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;36;56;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;20;1;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;126436;1;-9;621;1;621;1;-9;250000;1;23;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;3;1976;W;127141;1;-9;65;1;65;1;-9;14000;1;23;3;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;22;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;39;1;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;20;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;21;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;27;11;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;57;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;52;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;54;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;56;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;61;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;32;3;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;31;7;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;30;6;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;48;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;28;8;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;44;6;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;26;14;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;25;13;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;24;11;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;23;7;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;22;4;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;21;4;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;20;2;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;19;1;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;45;3;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;127141;1;-9;100;1;100;1;-9;22600;1;29;8;Platichthys flesus
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;34;33;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;24;6;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;25;7;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;26;12;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;27;15;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;28;22;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;29;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;30;11;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;31;28;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;50;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;33;25;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;23;1;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;35;33;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;36;38;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;37;42;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;38;35;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;39;30;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;40;22;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;41;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;42;7;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;43;11;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;32;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;4;1976;W;126436;1;-9;442;1;442;1;-9;150000;1;49;3;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;41;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;89;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;77;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;72;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;56;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;52;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;12;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;28;36;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;27;30;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;26;12;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;25;18;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;24;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;23;6;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;29;14;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;13;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;9;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;11;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;10;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;8;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;51;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;43;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;7;8;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;6;4;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;20;2;Gadus morhua
HL;1;LAT;8;LBT;-9;-9;T;1;5;1976;W;126436;1;-9;404;1;202;1;-9;200000;1;48;4;Gadus morhua
