Record_type;Quarter;Country;Ship;Gear;SweepLngt;GearExp;DoorType;StNo;HaulNo;Year;Month;Day;TimeShot;Stratum;HaulDur;DayNight;ShootLat;ShootLong;HaulLat;HaulLong;StatRec;Depth;HaulVal;HydroStNo;StdSpecRecCode;BycSpecRecCode;DataType;Netopening;Rigging;Tickler;Distance;Warplngt;Warpdia;WarpDen;DoorSurface;DoorWgt;DoorSpread;WingSpread;Buoyancy;KiteDim;WgtGroundRope;TowDir;GroundSpeed;SpeedWater;SurCurDir;SurCurSpeed;BotCurDir;BotCurSpeed;WindDir;WindSpeed;SwellDir;SwellHeight;SurTemp;BotTemp;SurSal;BotSal;ThermoCline;ThClineDepth
HH;3;LAT;4576;LBT;-9;-9;-9;9;2;1976;9;16;1215;-9;60;D;57.8833;21.5833;57.9333;21.6;44H1;43;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.7;-9;-9;-9;-9;-9;23;6;-9;2.7;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;3;1976;9;16;1435;-9;45;D;57.85;21.4667;57.7833;21.4667;44H1;62;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;6;-9;2.7;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;4;1976;9;18;825;-9;30;D;58.05;21.8667;-9;-9;45H1;28;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.4;-9;-9;-9;-9;-9;45;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;5;1976;9;18;1230;-9;60;D;57.8667;21.3333;57.8833;21.2167;44H1;78;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.6;-9;-9;-9;-9;-9;90;0;-9;1.6;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;6;1976;9;18;1410;-9;30;D;57.8833;21.2167;57.8667;21.3333;44H1;75;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;7;1976;9;18;1605;-9;15;D;57.9667;21.0333;57.9667;21.05;44H1;85;I;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;6;-9;1.6;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;8;1976;9;19;900;-9;30;D;57.2;21.0833;-9;-9;43H1;50;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;90;6;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;9;1976;9;19;1140;-9;30;D;57.3333;20.9667;57.3167;21;43H0;64;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;6;-9;1.6;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;10;1976;9;19;1540;-9;60;D;57.4833;21.1667;57.4167;21.05;43H1;72;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;6;-9;2.7;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;11;1976;9;20;825;-9;60;D;57.2167;20.9;-9;-9;43H0;40;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;6;-9;1;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;12;1976;9;20;1245;-9;30;D;57.1667;20.9;57.1833;20.95;43H0;27;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.6;-9;-9;-9;-9;-9;90;5;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;13;1976;9;20;1335;-9;40;D;57.2;20.6667;57.15;20.6667;43H0;90;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;90;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;14;1976;9;20;1720;-9;35;D;56.9667;20.8333;56.9333;20.8333;42H0;40;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;15;1976;9;21;805;-9;40;D;56.75;20.7167;56.7833;20.7167;42H0;55;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;16;1976;9;21;1100;-9;60;D;56.6167;20.55;56.6333;20.6333;42H0;62;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.4;-9;-9;-9;-9;-9;68;5;-9;1;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;17;1976;9;21;1320;-9;40;D;56.6333;20.6833;56.6333;20.6333;42H0;40;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.4;-9;-9;-9;-9;-9;68;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;18;1976;9;21;1445;-9;35;D;56.6167;20.65;56.65;20.7167;42H0;50;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;19;1976;9;22;555;-9;60;D;55.7667;20.1;55.75;20.25;40H0;60;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;68;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;20;1976;9;22;910;-9;60;D;55.7167;20.4833;55.75;20.5667;40H0;50;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;68;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;21;1976;9;22;1205;-9;60;D;55.6167;20.5667;55.6667;20.5667;40H0;45;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;90;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;22;1976;9;22;1425;-9;60;D;55.6833;20.3667;55.65;20.2333;40H0;71;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;23;1976;9;22;1655;-9;50;D;55.65;20.2333;55.65;20.3667;40H0;70;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;4;-9;1;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;24;1976;9;23;840;-9;30;D;54.5333;19.7333;54.5667;19.7667;38G9;10;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;25;1976;9;23;1045;-9;30;D;54.55;19.7333;54.5333;19.7;38G9;18;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;0;0;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;26;1976;9;23;1205;-9;30;D;54.55;19.7;54.5833;19.7167;38G9;28;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;90;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;27;1976;9;23;1335;-9;30;D;54.5667;19.7;54.5833;19.6333;38G9;45;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.4;-9;-9;-9;-9;-9;90;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;28;1976;9;23;1435;-9;30;D;54.5833;19.6333;54.6;19.5833;38G9;71;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;68;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;29;1976;9;24;620;-9;60;D;55.1333;19.7833;55.0833;19.8167;39G9;75;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;0;0;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;30;1976;9;24;1045;-9;30;D;55.0667;20.5;55.0333;20.4667;39H0;37;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;135;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;3;LAT;4576;LBT;-9;-9;-9;9;31;1976;9;24;1300;-9;30;D;55.0667;20.5;55.0333;20.4667;39H0;37;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;180;0;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;2;1976;12;14;915;-9;30;D;57.1167;23.8667;57.15;-9;43H3;40;V;-9;1;1;C;-9;-9;-9;-9;200;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;-9;-9;-9;0.1;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;3;1976;12;14;1435;-9;30;D;57.55;22.9167;57.5667;22.9167;44H2;40;V;-9;1;1;C;-9;-9;-9;-9;200;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;4;1976;12;14;1655;-9;30;D;57.6833;22.6167;57.7;22.6;44H2;20;V;-9;1;1;C;-9;-9;-9;-9;150;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2.5;-9;-9;-9;-9;-9;45;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;5;1976;12;15;1345;-9;30;D;57.9;21.7;57.9167;21.7;44H1;40;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;90;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;6;1976;12;15;1450;-9;30;D;57.9;21.6;57.9167;21.6167;44H1;42;V;-9;1;1;C;-9;-9;-9;-9;200;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;-9;-9;-9;2.7;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;7;1976;12;16;900;-9;30;D;58.05;21.9167;58.0667;21.95;45H1;25;V;-9;1;1;C;-9;-9;-9;-9;175;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;-9;-9;-9;0.5;-9;3.9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;8;1976;12;16;1250;-9;30;D;57.8;21.5;57.8167;21.5;44H1;61;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;90;5;-9;1.6;-9;5.1;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;9;1976;12;16;1520;-9;30;D;57.9333;21.2667;57.9333;21.3167;44H1;75;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;113;6;-9;2.7;-9;5.3;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;10;1976;12;17;925;-9;30;D;57.4667;21.2667;57.4667;21.1833;43H1;60;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;2;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;11;1976;12;17;1030;-9;30;D;57.4667;21.1667;57.4667;21.1167;43H1;70;V;-9;1;1;C;-9;-9;-9;-9;400;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;-9;-9;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;12;1976;12;17;1105;-9;30;D;57.45;21.0833;57.45;21;43H1;72;V;-9;1;1;C;-9;-9;-9;-9;400;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;113;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;13;1976;12;17;1435;-9;30;D;57.5333;21.2833;57.5;21.2;44H1;40;V;-9;1;1;C;-9;-9;-9;-9;250;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2.5;-9;-9;-9;-9;-9;90;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;14;1976;12;18;915;-9;30;D;57.2167;21.15;57.25;21.05;43H1;62;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;15;1976;12;18;1045;-9;30;D;57.3333;20.9833;57.35;20.95;43H0;59;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.3;-9;-9;-9;-9;-9;90;5;-9;0;-9;-9;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;16;1976;12;18;1200;-9;30;D;57.35;20.9333;57.3333;20.9833;43H0;64;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;4.3;-9;-9;-9;-9
HH;4;LAT;4576;LBT;-9;-9;-9;12;17;1976;12;18;1335;-9;30;D;57.3;21.0167;57.2833;21.05;43H1;68;V;-9;1;1;C;-9;-9;-9;-9;350;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;135;5;-9;1.6;-9;-9;-9;-9;-9;-9
